# author: sean@Seans-MacBook-Pro.local
# date: 2025/03/10 12:30:11 UTC
# version: obztak v0+unknown
HEX,RA,DEC,FILTER,EXPTIME,TILING,PRIORITY,DATE,AIRMASS,SLEW,MOONANGLE,HOURANGLE,PROGRAM
15395,63.8267,-65.4420,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15395,63.8267,-65.4420,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15395,63.8267,-65.4420,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15396,67.4627,-66.4360,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15396,67.4627,-66.4360,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15396,67.4627,-66.4360,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15396,67.4627,-66.4360,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15569,0.7967,-77.9880,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15569,0.7967,-77.9880,i,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15569,0.7967,-77.9880,r,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15569,0.7967,-77.9880,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15582,7.2767,-77.0010,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15582,7.2767,-77.0010,i,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15582,7.2767,-77.0010,r,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15582,7.2767,-77.0010,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15583,0.7967,-76.1800,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15583,0.7967,-76.1800,i,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15583,0.7967,-76.1800,r,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15583,0.7967,-76.1800,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15593,6.5607,-75.2080,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15593,6.5607,-75.2080,i,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15593,6.5607,-75.2080,r,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15593,6.5607,-75.2080,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15594,0.7967,-74.3860,g,90.0000,3,3,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15594,0.7967,-74.3860,i,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15594,0.7967,-74.3860,r,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15594,0.7967,-74.3860,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15642,138.2607,-11.1540,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15642,138.2607,-11.1540,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15642,138.2607,-11.1540,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15642,138.2607,-11.1540,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15643,137.6327,-9.5970,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15643,137.6327,-9.5970,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15643,137.6327,-9.5970,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15643,137.6327,-9.5970,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15655,139.3097,-9.6010,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15655,139.3097,-9.6010,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15655,139.3097,-9.6010,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15655,139.3097,-9.6010,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15656,138.6547,-8.0310,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15656,138.6547,-8.0310,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15656,138.6547,-8.0310,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15656,138.6547,-8.0310,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15669,140.3077,-8.0230,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15669,140.3077,-8.0230,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15669,140.3077,-8.0230,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15669,140.3077,-8.0230,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15670,139.6217,-6.4400,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15670,139.6217,-6.4400,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15670,139.6217,-6.4400,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15670,139.6217,-6.4400,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15685,141.2577,-6.4270,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15685,141.2577,-6.4270,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15685,141.2577,-6.4270,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15685,141.2577,-6.4270,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15686,140.5387,-4.8350,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15686,140.5387,-4.8350,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15686,140.5387,-4.8350,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15686,140.5387,-4.8350,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15702,142.1647,-4.8220,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15702,142.1647,-4.8220,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15702,142.1647,-4.8220,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15702,142.1647,-4.8220,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15703,141.4137,-3.2230,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15703,141.4137,-3.2230,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15703,141.4137,-3.2230,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15703,141.4137,-3.2230,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15720,143.0357,-3.2120,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15720,143.0357,-3.2120,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15720,143.0357,-3.2120,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15720,143.0357,-3.2120,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15721,142.2527,-1.6100,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15721,142.2527,-1.6100,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15721,142.2527,-1.6100,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15721,142.2527,-1.6100,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15728,147.1297,15.7340,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15728,147.1297,15.7340,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15728,147.1297,15.7340,r,90.0000,10,10,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15728,147.1297,15.7340,z,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15739,143.8757,-1.6040,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15739,143.8757,-1.6040,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15739,143.8757,-1.6040,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15739,143.8757,-1.6040,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15740,143.0707,0.0000,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15740,143.0707,0.0000,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15740,143.0707,0.0000,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15740,143.0707,0.0000,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15748,146.4257,14.1990,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15748,146.4257,14.1990,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15748,146.4257,14.1990,r,90.0000,10,10,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15748,146.4257,14.1990,z,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15749,148.1477,14.1520,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15749,148.1477,14.1520,i,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15749,148.1477,14.1520,r,90.0000,10,10,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15749,148.1477,14.1520,z,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15760,144.6977,0.0000,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15760,144.6977,0.0000,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15760,144.6977,0.0000,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15760,144.6977,0.0000,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15761,143.8757,1.6040,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15761,143.8757,1.6040,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15761,143.8757,1.6040,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15761,143.8757,1.6040,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15782,145.5087,1.5970,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15782,145.5087,1.5970,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15782,145.5087,1.5970,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15782,145.5087,1.5970,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15783,144.6667,3.1990,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15783,144.6667,3.1990,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15783,144.6667,3.1990,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15783,144.6667,3.1990,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15805,146.3067,3.1850,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15805,146.3067,3.1850,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15805,146.3067,3.1850,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15805,146.3067,3.1850,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15806,145.4387,4.7860,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15806,145.4387,4.7860,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15806,145.4387,4.7860,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15806,145.4387,4.7860,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15825,147.0887,4.7640,g,90.0000,4,4,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15825,147.0887,4.7640,i,90.0000,7,7,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15825,147.0887,4.7640,r,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
15825,147.0887,4.7640,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-bear
45,245.3940,20.8580,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
45,245.3940,20.8580,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
45,245.3940,20.8580,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
45,245.3940,20.8580,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
46,243.9690,19.8470,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
46,243.9690,19.8470,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
46,243.9690,19.8470,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
46,243.9690,19.8470,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
48,241.1600,17.7560,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
48,241.1600,17.7560,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
48,241.1600,17.7560,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
48,241.1600,17.7560,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
57,246.3950,23.4760,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
57,246.3950,23.4760,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
57,246.3950,23.4760,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
57,246.3950,23.4760,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
58,244.9380,22.4720,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
58,244.9380,22.4720,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
58,244.9380,22.4720,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
58,244.9380,22.4720,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
59,243.4980,21.4470,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
59,243.4980,21.4470,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
59,243.4980,21.4470,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
59,243.4980,21.4470,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
60,242.0740,20.3990,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
60,242.0740,20.3990,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
60,242.0740,20.3990,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
60,242.0740,20.3990,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
61,240.6650,19.3240,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
61,240.6650,19.3240,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
61,240.6650,19.3240,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
61,240.6650,19.3240,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
62,239.2690,18.2200,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
62,239.2690,18.2200,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
62,239.2690,18.2200,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
62,239.2690,18.2200,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
63,237.8870,17.0810,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
63,237.8870,17.0810,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
63,237.8870,17.0810,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
63,237.8870,17.0810,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
64,236.5190,15.9030,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
64,236.5190,15.9030,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
64,236.5190,15.9030,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
64,236.5190,15.9030,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
71,247.4380,26.0910,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
71,247.4380,26.0910,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
71,247.4380,26.0910,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
71,247.4380,26.0910,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
72,245.9420,25.0960,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
72,245.9420,25.0960,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
72,245.9420,25.0960,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
72,245.9420,25.0960,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
73,244.4690,24.0810,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
73,244.4690,24.0810,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
73,244.4690,24.0810,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
73,244.4690,24.0810,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
74,243.0150,23.0430,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
74,243.0150,23.0430,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
74,243.0150,23.0430,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
74,243.0150,23.0430,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
75,241.5800,21.9810,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
75,241.5800,21.9810,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
75,241.5800,21.9810,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
75,241.5800,21.9810,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
76,240.1600,20.8910,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
76,240.1600,20.8910,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
76,240.1600,20.8910,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
76,240.1600,20.8910,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
77,238.7570,19.7720,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
77,238.7570,19.7720,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
77,238.7570,19.7720,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
77,238.7570,19.7720,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
78,237.3690,18.6190,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
78,237.3690,18.6190,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
78,237.3690,18.6190,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
78,237.3690,18.6190,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
79,235.9980,17.4300,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
79,235.9980,17.4300,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
79,235.9980,17.4300,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
79,235.9980,17.4300,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
80,234.6450,16.2010,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
80,234.6450,16.2010,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
80,234.6450,16.2010,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
80,234.6450,16.2010,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
86,248.5290,28.6990,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
86,248.5290,28.6990,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
86,248.5290,28.6990,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
86,248.5290,28.6990,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
87,246.9890,27.7160,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
87,246.9890,27.7160,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
87,246.9890,27.7160,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
87,246.9890,27.7160,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
88,245.4760,26.7120,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
88,245.4760,26.7120,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
88,245.4760,26.7120,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
88,245.4760,26.7120,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
89,243.9870,25.6860,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
89,243.9870,25.6860,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
89,243.9870,25.6860,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
89,243.9870,25.6860,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
90,242.5200,24.6370,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
90,242.5200,24.6370,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
90,242.5200,24.6370,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
90,242.5200,24.6370,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
91,241.0730,23.5620,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
91,241.0730,23.5620,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
91,241.0730,23.5620,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
91,241.0730,23.5620,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
92,239.6450,22.4590,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
92,239.6450,22.4590,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
92,239.6450,22.4590,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
92,239.6450,22.4590,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
93,238.2340,21.3260,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
93,238.2340,21.3260,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
93,238.2340,21.3260,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
93,238.2340,21.3260,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
94,236.8410,20.1620,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
94,236.8410,20.1620,i,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
94,236.8410,20.1620,r,90.0000,9,9,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
94,236.8410,20.1620,z,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
95,235.4670,18.9620,g,90.0000,8,8,,-1.0000,-1.0000,-1.0000,-1.0000,sirenas-O4
